,name,num_matches,ratio,ratio_2016-2019,num_matches_2020-2021,ratio_2020-2021,hand,gender,ioc,birth,ht,minutes,perc_ace,_1stwon_1stIn,perc_df,perc_2ndwon,perc_v_ace,perc_v_df,perc_v_1stwon
2263,MAGDA LINETTE,300,52.0,52.016129032258064,52.0,51.92307692307693,R,F,POL,1992.0,171.0,96.89770299145299,6.04,62.856305415109546,6.95,46.52,6.15,8.17,62.21
2264,MAGDALENA FRECH,318,60.691823899371066,58.64978902953587,81.0,66.66666666666666,R,F,POL,1997.0,173.5,77.51970984455959,4.95,63.81784851086578,5.64,47.89,3.28,7.56,53.61
2267,MAGDALENA RYBARIKOVA,150,57.99999999999999,57.99999999999999,0.0,0.0,R,F,SVK,1988.0,180.0,85.40065681444992,10.08,68.64893999281351,6.65,49.79,4.65,7.89,63.28
2270,MAHAK JAIN,67,56.71641791044776,56.71641791044776,0.0,0.0,R,F,IND,2001.0,172.13786827469158,61.97459165154265,0.0,60.72146080540905,2.86,40.41,1.92,4.83,25.84
2271,MAI HONTAMA,167,57.48502994011976,50.43478260869565,52.0,73.07692307692307,R,F,JPN,1999.0,163.83333333333334,62.061619718309856,1.29,57.94767588679635,12.49,76.71,2.49,5.89,41.87
2272,MAI MINOKOSHI,190,45.78947368421053,44.38202247191011,12.0,66.66666666666666,U,F,JPN,1992.0,163.83333333333334,62.289309228880704,0.1,51.47611148665966,5.63,38.71,2.79,5.68,38.0
2274,MAIA LUMSDEN,172,54.65116279069767,54.6583850931677,11.0,54.54545454545454,R,F,GBR,1998.0,177.71428571428572,60.22476813966176,12.78,55.12184032651859,12.79,66.14,2.29,4.7,33.1
2275,MAILEEN NUUDI,71,35.2112676056338,29.268292682926827,30.0,43.333333333333336,R,F,EST,2000.0,177.5,60.23913043478261,1.63,24.494142705005327,6.53,32.97,0.97,2.61,16.32
2276,MAJA CHWALINSKA,125,63.2,66.34615384615384,21.0,47.61904761904761,U,F,POL,2001.0,173.5,62.2526141992295,0.0,36.34588068181818,5.82,47.98,2.61,6.55,41.76
2278,MAKOTO NINOMIYA,65,41.53846153846154,44.26229508196721,4.0,0.0,R,F,JPN,1994.0,163.83333333333334,65.62670565302145,1.29,54.289423203231145,14.3,37.97,3.31,4.86,41.54
2279,MAKOTO OCHI,74,44.5945945945946,44.5945945945946,0.0,0.0,L,M,JPN,1996.0,176.28571428571428,91.79120473022911,5.87,63.44683808200139,6.78,50.93,7.33,6.51,67.27
2282,MALEK JAZIRI,304,46.381578947368425,48.760330578512395,62.0,37.096774193548384,R,M,TUN,1984.0,185.0,102.41904886220249,9.36,70.59485530546624,7.4,49.04,12.81,7.25,71.21
2283,MALENE HELGO,175,60.0,57.72357723577236,52.0,65.38461538461539,U,F,NOR,1999.0,172.13786827469158,61.114285714285714,4.12,52.825776276471345,9.11,61.46,1.45,3.55,22.89
2286,MAN YING MAGGIE NG,65,35.38461538461539,34.48275862068966,7.0,42.857142857142854,R,F,HKG,1996.0,172.13786827469158,61.43944099378882,0.03,47.673216132368154,8.96,44.85,2.12,5.13,25.89
2287,MANA AYUKAWA,157,45.85987261146497,45.11278195488722,24.0,50.0,R,F,JPN,1994.0,163.83333333333334,60.12352941176471,2.28,17.127888232133262,3.43,21.59,1.7,4.07,27.87
2289,MANANCHAYA SAWANGKAEW,67,64.17910447761194,64.28571428571429,11.0,63.63636363636363,U,F,THA,2002.0,172.13786827469158,60.95833333333333,0.84,15.938483047885354,5.03,15.33,1.85,5.22,32.84
2291,MANDY MINELLA,239,53.97489539748954,55.55555555555556,23.0,39.130434782608695,R,F,LUX,1985.0,180.0,78.23002114164905,4.83,55.21975572791299,3.55,44.0,4.58,7.09,55.6
2292,MANDY WAGEMAKER,20,45.0,45.0,0.0,0.0,R,F,NED,1994.0,177.25,60.54545454545455,4.17,26.091081593927896,3.13,30.29,1.38,2.31,17.99
2294,MANISH SURESHKUMAR,24,45.83333333333333,47.82608695652174,1.0,0.0,R,M,IND,1999.0,183.8,81.81118881118881,6.87,64.34108527131784,6.64,45.58,8.19,5.99,66.87
2296,MANON ARCANGIOLI,257,52.918287937743195,52.112676056338024,44.0,56.81818181818182,U,F,FRA,1994.0,173.36363636363637,60.062348079727755,4.24,39.658078598371596,10.08,48.57,2.47,4.96,30.99
2297,MANON LEONARD,63,36.507936507936506,39.21568627450981,12.0,25.0,R,F,FRA,2001.0,173.36363636363637,60.3625,0.0,38.03727653100038,4.56,35.71,2.17,4.3,28.81
2299,MANUEL GUINARD,107,43.925233644859816,43.75,43.0,44.18604651162791,U,M,FRA,1995.0,186.96153846153845,94.0468085106383,12.23,69.7117619711762,7.44,48.34,9.37,5.81,69.32
2300,MANUEL PENA LOPEZ,23,34.78260869565217,34.78260869565217,0.0,0.0,U,M,ARG,1998.0,184.5,113.0875,3.65,65.11156186612575,7.61,49.12,9.77,5.76,66.89
2301,MANUEL SANCHEZ,60,41.66666666666667,42.857142857142854,4.0,25.0,R,M,MEX,1991.0,183.33333333333331,92.02857142857144,13.73,71.9047619047619,13.33,48.2,12.19,9.64,71.84
2302,MAO XIN GONG,23,39.130434782608695,39.130434782608695,0.0,0.0,R,M,CHN,1987.0,178.0,86.24603174603175,8.85,66.99029126213593,12.84,43.91,9.97,9.23,68.61
2304,MARC ANDREA HUESLER,151,49.00662251655629,43.90243902439025,69.0,55.072463768115945,L,M,SUI,1996.0,182.83333333333331,96.1084591084591,17.08,73.81135559316819,7.68,52.16,11.4,8.57,74.15
2305,MARC GINER,23,43.47826086956522,43.47826086956522,0.0,0.0,R,M,ESP,1991.0,182.65217391304347,95.68846153846154,5.3,65.65752128666036,6.43,46.98,4.52,5.93,68.04
2306,MARC POLMANS,244,46.72131147540984,49.18918918918919,59.0,38.983050847457626,R,M,AUS,1997.0,187.07692307692307,103.67834008097167,6.47,66.70590213553052,7.12,49.13,11.66,6.47,68.3
2307,MARC SIEBER,70,51.42857142857142,51.42857142857142,0.0,0.0,L,M,GER,1988.0,178.0,91.11601307189542,5.39,67.66447368421052,8.59,48.75,14.4,9.33,67.73
2308,MARCEL FELDER,11,36.36363636363637,36.36363636363637,0.0,0.0,R,M,URU,1984.0,180.0,80.96428571428572,2.52,58.35240274599543,4.12,53.23,12.53,10.81,71.01
2309,MARCEL GRANOLLERS,232,55.603448275862064,55.603448275862064,0.0,0.0,R,M,ESP,1986.0,190.0,99.2035448182434,10.08,71.25184971802682,4.43,52.53,7.14,6.38,67.89
2310,MARCELA GUIMARAES BUENO,28,17.857142857142858,17.857142857142858,0.0,0.0,U,F,BRA,1988.0,172.13786827469158,59.69565217391305,0.0,12.931726907630523,7.39,9.29,0.51,1.54,13.63
2311,MARCELA ZACARIAS,177,60.451977401129945,63.81578947368421,25.0,40.0,R,F,MEX,1994.0,172.13786827469158,63.93064085447263,0.09,52.68054745042655,5.73,35.38,2.6,6.23,40.3
2314,MARCELO AREVALO,230,49.56521739130435,49.557522123893804,4.0,50.0,R,M,ESA,1990.0,185.6747825006256,96.03765880217786,10.4,70.36557149467839,7.3,49.86,9.66,7.3,68.88
2315,MARCELO TOMAS BARRIOS VERA,193,56.476683937823836,53.98230088495575,80.0,60.0,R,M,CHI,1997.0,185.0,98.64738968982088,6.2,67.95023696682463,5.53,50.11,9.76,7.05,66.75
2316,MARCELO ZORMANN DA SILVA,32,46.875,46.875,0.0,0.0,R,M,BRA,1996.0,184.53846153846155,82.91764705882352,6.3,68.34592779177162,8.73,48.04,8.44,9.12,66.33
2317,MARCIN GAWRON,19,42.10526315789473,42.10526315789473,0.0,0.0,U,M,POL,1988.0,191.14285714285717,86.80113636363637,11.27,66.44562334217507,6.1,48.73,8.74,7.51,69.09
2318,MARCO BORTOLOTTI,68,35.294117647058826,36.666666666666664,8.0,25.0,R,M,ITA,1991.0,185.7058823529412,99.5094696969697,4.16,61.46387238035659,5.69,47.13,10.74,8.3,67.94
2319,MARCO CECCHINATO,335,54.92537313432836,54.0650406504065,89.0,57.30337078651685,R,M,ITA,1992.0,185.0,98.57250575871004,8.03,68.65427005332961,4.37,51.45,8.55,5.86,69.48
2320,MARCO CHIUDINELLI,108,49.074074074074076,49.074074074074076,0.0,0.0,R,M,SUI,1981.0,185.0,93.52967409948542,9.61,70.7557397488728,4.24,51.52,16.32,6.27,73.54
2321,MARCO TRUNGELLITI,272,55.51470588235294,57.407407407407405,56.0,48.214285714285715,R,M,ARG,1990.0,184.5,99.08789885611077,7.79,66.99358695049521,7.39,49.76,7.91,6.34,67.14
2322,MARCOS BAGHDATIS,156,51.92307692307693,51.92307692307693,0.0,0.0,R,M,CYP,1985.0,183.0,100.04641975308641,18.27,74.75446787956851,8.08,50.82,11.96,7.47,71.0
2323,MARCOS GIRON,239,56.903765690376574,56.52173913043478,78.0,57.692307692307686,R,M,USA,1993.0,180.0,99.04900770988007,10.53,71.29063690318009,5.4,49.94,10.89,6.92,69.06
2324,MARCUS WILLIS,17,47.05882352941176,47.05882352941176,0.0,0.0,L,M,GBR,1990.0,183.42857142857144,81.5625,24.72,69.66846606718673,12.55,52.22,11.18,5.34,74.46
2325,MAREK GENGEL,41,31.70731707317073,28.57142857142857,13.0,38.46153846153847,R,M,CZE,1995.0,190.375,79.65247252747253,11.71,66.51898734177215,7.59,44.52,7.47,8.41,67.19
2326,MAREK JALOVIEC,48,33.33333333333333,33.33333333333333,0.0,0.0,L,M,CZE,1994.0,190.375,81.5,8.3,66.17336152219873,10.2,46.17,15.36,7.24,72.41
2327,MAREK MICHALICKA,32,50.0,50.0,0.0,0.0,R,M,CZE,1987.0,190.375,82.625,4.91,61.46551724137931,8.79,46.66,6.55,7.97,64.48
2328,MARGARITA GASPARYAN,143,49.65034965034965,53.271028037383175,36.0,38.88888888888889,R,F,RUS,1994.0,165.3125,91.16285211267606,5.69,60.374068790616576,8.91,41.93,4.06,7.95,60.17
2336,MARGOT YEROLYMOS,279,56.98924731182796,59.624413145539904,66.0,48.484848484848484,U,F,FRA,1997.0,173.36363636363637,60.91084905660377,8.24,51.472218711288434,11.95,55.67,2.41,4.62,30.82
2337,MARI OSAKA,163,52.760736196319016,53.333333333333336,13.0,46.15384615384615,U,F,JPN,1996.0,163.83333333333334,62.578752642706135,3.57,59.89319842608207,4.48,42.64,2.58,6.0,46.41
2341,MARIA CAMILA OSORIO SERRANO,165,66.66666666666666,69.79166666666666,69.0,62.31884057971014,R,F,COL,2002.0,162.0,72.38181818181818,2.5,62.589980200175745,11.39,47.19,2.54,7.24,46.93
2349,MARIA FERNANDA HERAZO GONZALEZ,237,59.91561181434599,60.0,47.0,59.57446808510638,L,F,COL,1997.0,162.0,61.02301704966642,1.82,53.51264910971152,14.47,53.69,1.72,4.4,25.74
2356,MARIA INES FONTE,73,41.0958904109589,50.0,17.0,11.76470588235294,U,F,POR,2002.0,165.0,61.02325581395348,1.43,23.414148123546994,1.53,17.85,1.81,3.84,25.06
2357,MARIA IRIGOYEN,17,29.411764705882355,29.411764705882355,0.0,0.0,L,F,ARG,1987.0,170.0,72.16666666666666,1.0,47.19101123595505,3.62,29.25,2.72,5.44,44.69
2359,MARIA JOAO KOEHLER,89,52.80898876404494,52.80898876404494,0.0,0.0,U,F,POR,1992.0,165.0,59.80952380952381,0.02,15.07898516036381,4.04,7.36,1.24,3.12,22.78
2361,MARIA JOSE PORTILLO RAMIREZ,102,57.84313725490197,57.14285714285714,32.0,59.375,R,F,MEX,1999.0,172.13786827469158,60.556759952700034,6.85,43.56897398134512,14.97,45.48,1.73,4.66,24.91
2367,MARIA LOTA KAUL,89,51.68539325842697,44.827586206896555,60.0,55.00000000000001,U,F,EST,2000.0,177.5,60.70930232558139,2.49,29.481689639436986,6.24,36.09,0.6,1.31,10.81
2368,MARIA LOURDES CARLE,163,69.93865030674846,68.4931506849315,90.0,71.11111111111111,U,F,ARG,2000.0,170.0,61.04296455424275,0.0,57.98883009987239,13.52,67.34,1.51,4.88,28.91
2373,MARIA MATEAS,170,51.76470588235295,51.2396694214876,49.0,53.06122448979592,U,F,USA,1999.0,173.1818181818182,62.58924611973393,3.53,51.43447228226569,11.52,38.66,3.21,6.0,43.02
2375,MARIA PATRASCU,52,26.923076923076923,26.923076923076923,0.0,0.0,L,F,CAN,1997.0,172.75,60.026315789473685,1.55,13.91941391941392,9.28,16.32,1.16,2.39,17.6
2376,MARIA PAULINA PEREZ GARCIA,131,45.038167938931295,46.875,35.0,40.0,R,F,COL,1996.0,162.0,60.0625,0.0,32.495084207352186,3.75,14.28,0.53,2.58,13.78
2378,MARIA SAKKARI,310,57.74193548387097,55.64853556485355,71.0,64.7887323943662,R,F,GRE,1995.0,172.0,95.71610729668643,6.63,60.85517174597853,7.25,46.42,4.73,7.91,59.03
2379,MARIA SANCHEZ,167,46.706586826347305,46.71052631578947,15.0,46.666666666666664,R,F,USA,1990.0,173.1818181818182,66.57209737827715,7.57,60.63666475708687,11.16,50.26,3.59,6.76,49.08
2381,MARIA SHARAPOVA,78,62.82051282051282,64.47368421052632,2.0,0.0,R,F,RUS,1987.0,165.3125,105.98311048557355,12.11,67.93253609559305,13.95,45.04,5.14,9.84,62.74
2385,MARIA TERESA TORRO FLOR,104,60.57692307692307,60.57692307692307,0.0,0.0,R,F,ESP,1992.0,173.0,63.11285327138985,5.54,61.93276886533824,13.76,63.61,3.76,8.15,46.13
2392,MARIAM BOLKVADZE,258,60.07751937984496,63.0,58.0,50.0,L,F,GEO,1998.0,171.0,64.6954901346696,1.4,51.385473028365304,12.19,36.55,2.59,5.92,39.62
2396,MARIAN JADE CAPADOCIA,12,58.333333333333336,55.55555555555556,3.0,66.66666666666666,R,F,PHI,1996.0,172.13786827469158,62.27142857142857,0.97,53.28185328185329,6.56,35.56,1.47,6.72,30.04
2402,MARIANA DUQUE MARINO,143,54.54545454545454,54.54545454545454,0.0,0.0,R,F,COL,1989.0,162.0,84.07051282051282,2.49,59.41365093907467,9.28,44.74,2.81,6.9,56.28
2406,MARIANO KESTELBOIM,30,43.333333333333336,43.47826086956522,7.0,42.857142857142854,R,M,ARG,1996.0,184.5,96.47285067873304,2.09,59.62509012256669,5.91,44.41,6.29,5.9,62.03
2409,MARIE BENOIT,290,55.51724137931034,57.01754385964912,62.0,50.0,L,F,BEL,1995.0,174.8,63.323535076315665,2.3,56.5880940218105,6.57,38.15,2.49,6.34,40.99
2410,MARIE BOUZKOVA,315,61.58730158730159,64.2023346303502,58.0,50.0,R,F,CZE,1998.0,180.0,80.70616426684843,3.52,56.86706958333825,4.53,44.19,3.82,7.0,49.95
2412,MARIE LEDUC,11,54.54545454545454,54.54545454545454,0.0,0.0,U,F,CAN,1998.0,172.75,59.9,0.81,10.586319218241043,2.44,10.58,1.03,2.93,18.1
2424,MARIN CILIC,312,63.46153846153846,65.18218623481782,65.0,56.92307692307692,R,M,CRO,1988.0,198.0,121.28947368421052,21.98,78.2545574868101,6.88,52.14,14.31,5.67,70.33
2425,MARINA BASSOLS RIBERA,255,58.82352941176471,58.42696629213483,77.0,59.74025974025974,U,F,ESP,2000.0,172.25,60.514761904761905,2.58,54.62044211088464,11.38,52.96,2.38,5.11,34.58
2427,MARINA ERAKOVIC,88,52.27272727272727,52.27272727272727,0.0,0.0,R,F,NZL,1988.0,174.0,87.38716356107659,5.36,64.69669356938297,10.23,44.69,6.02,8.01,62.27
2429,MARINA MELNIKOVA,247,52.226720647773284,53.299492385786806,50.0,48.0,R,F,RUS,1989.0,165.3125,70.44297726974116,0.34,56.237062680984764,11.16,36.26,3.16,6.2,45.91
2433,MARINE PARTAUD,239,55.64853556485355,55.68181818181818,63.0,55.55555555555556,R,F,FRA,1994.0,173.36363636363637,60.8890977443609,0.01,63.804710059076605,17.43,39.25,2.51,4.76,33.72
2435,MARINKO MATOSEVIC,143,61.53846153846154,61.53846153846154,0.0,0.0,R,M,AUS,1985.0,194.0,87.4625,10.07,70.77738515901059,7.51,51.52,9.7,8.78,66.69
2436,MARIO VILELLA MARTINEZ,200,54.50000000000001,53.90625,72.0,55.55555555555556,R,M,ESP,1995.0,182.65217391304347,95.09406190140135,10.63,69.8489425981873,11.19,50.01,6.17,6.29,68.22
2438,MARIUS COPIL,280,53.214285714285715,54.0650406504065,34.0,47.05882352941176,R,M,ROU,1990.0,193.0,95.55858394384958,22.28,74.87825288316485,6.34,53.28,9.93,6.01,72.54
2444,MARK VERRYTH,16,43.75,43.75,0.0,0.0,R,M,AUS,1991.0,187.07692307692307,77.69841269841271,19.45,75.22796352583586,12.46,47.8,15.35,8.39,73.26
2445,MARK VERVOORT,16,6.25,7.6923076923076925,3.0,0.0,U,M,NED,1990.0,190.25,77.56666666666666,5.19,58.139534883720934,10.02,40.17,13.74,7.21,79.05
2446,MARKETA VONDROUSOVA,213,65.72769953051643,69.81132075471697,54.0,53.70370370370371,L,F,CZE,1999.0,173.0,86.95631115459882,5.03,64.81686199277198,12.19,50.42,3.9,7.63,58.09
2447,MARKO DJOKOVIC,13,46.15384615384615,46.15384615384615,0.0,0.0,R,M,SRB,1991.0,183.0,81.78571428571428,6.43,69.76190476190476,10.95,47.47,6.37,5.81,63.48
2448,MARKO TEPAVAC,75,44.0,45.20547945205479,2.0,0.0,R,M,SRB,1994.0,183.0,82.25,18.63,71.9108280254777,7.87,49.2,13.11,6.82,72.13
2449,MARKOS KALOVELONIS,26,57.692307692307686,60.86956521739131,3.0,33.33333333333333,R,M,GRE,1994.0,190.5,82.66363636363636,18.82,72.27272727272728,6.45,52.39,11.65,6.19,72.88
2450,MARKUS ERIKSSON,103,47.57281553398058,50.51546391752577,6.0,0.0,R,M,SWE,1990.0,185.33333333333331,96.59542705971278,7.13,65.32448061683444,4.26,48.83,9.84,7.92,67.65
2451,MARLIES SZUPPER,96,45.83333333333333,45.83333333333333,0.0,0.0,U,F,AUT,1995.0,165.0,59.90384615384615,3.41,15.919527662366061,5.69,16.92,1.3,2.34,16.73
2453,MARSEL ILHAN,82,40.243902439024396,42.857142857142854,5.0,0.0,R,M,TUR,1987.0,190.0,95.03153988868274,10.85,69.72886524209446,4.9,47.43,10.57,6.26,70.53
2454,MARTA CUSTIC,53,50.943396226415096,37.5,45.0,53.333333333333336,R,F,ESP,2002.0,172.25,60.53846153846154,4.97,27.32919254658385,3.73,20.44,2.21,7.64,36.13
2458,MARTA KOSTYUK,181,66.29834254143645,65.74074074074075,73.0,67.12328767123287,R,F,UKR,2002.0,175.0,76.63886612021858,5.63,64.5948576036824,10.66,47.03,2.7,7.92,56.43
2461,MARTA PAIGINA,112,70.53571428571429,70.53571428571429,0.0,0.0,U,F,RUS,1999.0,165.3125,60.40909090909091,3.65,14.288042769549367,4.86,14.67,1.54,3.54,22.67
2463,MARTIN CUEVAS,128,48.4375,51.28205128205128,11.0,18.181818181818183,R,M,URU,1992.0,180.0,95.72482893450635,14.22,71.26249235162146,9.99,48.8,4.51,5.9,69.01
2464,MARTIN KLIZAN,236,53.813559322033896,56.52173913043478,52.0,44.230769230769226,L,M,SVK,1989.0,190.0,102.09044282308747,8.81,68.33428625881456,7.59,50.45,13.5,6.14,69.96
2465,MARTIN REDLICKI,60,38.333333333333336,39.21568627450981,9.0,33.33333333333333,U,M,USA,1995.0,187.53125,92.25205640423032,16.97,72.04819277108435,6.95,50.12,19.49,7.86,76.63
2467,MARTINA CAPURRO TABORDA,74,52.702702702702695,52.702702702702695,0.0,0.0,L,F,ARG,1998.0,170.0,62.00879120879121,1.3,66.62492025807234,12.2,78.23,1.37,3.04,17.53
2468,MARTINA CAREGARO,218,44.03669724770643,46.73913043478261,34.0,29.411764705882355,R,F,ITA,1992.0,166.83333333333334,60.893528005464475,2.02,50.59814834078852,9.05,29.72,2.37,5.53,40.97
2469,MARTINA COLMEGNA,226,56.63716814159292,57.47126436781609,52.0,53.84615384615385,R,F,ITA,1997.0,166.83333333333334,59.96938775510204,0.0,12.334801762114537,1.03,3.79,1.49,3.86,23.2
2470,MARTINA DI GIUSEPPE,261,51.34099616858238,55.660377358490564,49.0,32.6530612244898,U,F,ITA,1991.0,166.83333333333334,66.72200023504524,5.81,53.583100285672415,7.46,50.59,3.36,6.24,46.8
2475,MARTINA TREVISAN,248,56.85483870967742,60.204081632653065,52.0,44.230769230769226,L,F,ITA,1993.0,160.0,78.10055014250679,0.57,57.34515649815207,7.18,43.45,3.61,7.42,53.68
2477,MARTINS PODZUS,19,47.368421052631575,47.368421052631575,0.0,0.0,R,M,LAT,1994.0,190.0,95.37222222222222,9.37,70.94736842105263,7.26,50.56,9.07,6.72,72.34
2478,MARTON FUCSOVICS,338,58.28402366863905,57.35849056603774,73.0,61.64383561643836,R,M,HUN,1992.0,188.0,108.36728228390395,9.78,70.53858301879504,7.3,51.89,6.41,5.84,66.75
2479,MARTYNA KUBKA,72,54.166666666666664,61.111111111111114,54.0,51.85185185185185,R,F,POL,2001.0,173.5,60.121212121212125,1.2,21.631463947560086,1.2,13.3,1.47,3.13,20.33
2480,MARVIN MOELLER,28,50.0,33.33333333333333,16.0,62.5,U,M,GER,1999.0,187.44,88.85714285714286,6.86,65.70397111913357,8.03,44.91,9.78,7.97,68.84
2481,MARVIN NETUSCHIL,21,57.14285714285714,57.14285714285714,0.0,0.0,R,M,GER,1991.0,187.44,108.18055555555556,4.21,64.36781609195403,6.42,45.8,5.62,7.03,62.75
2485,MARYNA ZANEVSKA,271,59.77859778597786,56.372549019607845,67.0,70.1492537313433,R,F,UKR,1993.0,173.75,70.60587269226413,3.87,58.09583289897908,12.14,43.28,3.65,7.47,53.16
2486,MASA JOVANOVIC,64,42.1875,42.1875,0.0,0.0,U,F,AUS,1995.0,170.85714285714286,60.7027027027027,1.28,38.83323986284964,2.55,8.77,1.77,4.15,26.6
2487,MATE DELIC,26,38.46153846153847,38.46153846153847,0.0,0.0,R,M,CRO,1994.0,194.0,82.63125,14.39,69.72639011473963,3.53,53.23,17.08,7.12,74.95
2488,MATE VALKUSZ,34,41.17647058823529,41.17647058823529,0.0,0.0,R,M,HUN,1998.0,184.0,83.61428571428571,4.31,64.86486486486487,6.21,48.75,9.1,7.66,66.94
2490,MATEJ SABANOV,44,43.18181818181818,42.857142857142854,2.0,50.0,R,M,CRO,1992.0,194.0,80.17473684210526,5.45,65.79545454545455,9.32,45.19,8.44,7.99,67.77
2491,MATEJ VOCEL,13,38.46153846153847,38.46153846153847,0.0,0.0,U,M,CZE,1997.0,190.375,90.825,16.8,75.31120331950207,8.51,44.92,10.41,9.39,71.67
2492,MATHEUS PUCINELLI DE ALMEIDA,20,65.0,0.0,18.0,72.22222222222221,U,M,BRA,2001.0,184.53846153846155,106.65384615384616,4.99,66.35730858468676,3.25,48.81,7.38,8.88,66.62
2493,MATHIAS BOURGUE,295,55.59322033898305,56.33187772925764,66.0,53.03030303030303,R,M,FRA,1994.0,186.96153846153845,94.52089927387823,14.09,70.82214553627777,5.21,49.76,9.2,6.51,68.63
2494,MATHIEU PERCHICOT,16,31.25,40.0,11.0,27.27272727272727,U,M,FRA,1992.0,186.96153846153845,92.30909090909091,4.24,63.38880484114977,7.72,48.57,6.61,4.08,68.21
2498,MATHILDE JOHANSSON,14,28.57142857142857,28.57142857142857,0.0,0.0,R,F,FRA,1985.0,173.0,73.575,2.68,51.198871650211565,14.25,42.27,3.96,7.42,49.62
2500,MATIAS FRANCO DESCOTTE,51,41.17647058823529,42.10526315789473,13.0,38.46153846153847,R,M,ARG,1994.0,184.5,101.19047619047619,8.02,69.06605922551253,5.92,47.32,12.5,7.67,71.12
2501,MATIAS ZUKAS,25,40.0,40.0,0.0,0.0,R,M,ARG,1996.0,184.5,97.33333333333334,7.69,64.2051282051282,6.97,49.13,7.92,9.5,68.32
2502,MATIJA PECOTIC,44,45.45454545454545,52.0,19.0,36.84210526315789,U,M,CRO,1989.0,194.0,95.08333333333334,7.39,66.75284384694933,5.58,50.58,8.8,6.6,68.39
2503,MATILDA MUTAVDZIC,34,50.0,50.0,32.0,50.0,R,F,GBR,2004.0,177.71428571428572,60.17647058823529,0.0,12.917933130699089,5.17,18.5,1.45,3.84,18.34
2507,MATILDE PAOLETTI,25,52.0,50.0,19.0,52.63157894736842,R,F,ITA,2003.0,166.83333333333334,59.875,0.0,5.128205128205128,8.97,14.69,1.38,4.25,20.58
2508,MATS MORAING,214,50.467289719626166,50.931677018633536,53.0,49.056603773584904,L,M,GER,1992.0,187.44,81.8132424877708,23.98,75.95861229458308,11.11,48.1,12.94,6.59,71.08
2509,MATS ROSENKRANZ,27,33.33333333333333,28.57142857142857,13.0,38.46153846153847,L,M,GER,1998.0,187.44,79.19444444444446,16.8,70.88948787061994,9.25,44.93,13.28,8.47,75.58
2510,MATT REID,34,38.23529411764706,38.23529411764706,0.0,0.0,R,M,AUS,1990.0,187.07692307692307,87.07875457875457,21.91,74.60750853242321,11.06,49.77,17.01,6.5,73.86
2511,MATTEO ARNALDI,12,25.0,0.0,9.0,33.33333333333333,R,M,GBR,2001.0,183.0,82.66666666666667,5.91,63.12056737588653,9.69,44.03,6.51,5.81,72.56
2512,MATTEO BERRETTINI,270,65.92592592592592,63.67924528301887,58.0,74.13793103448276,R,M,ITA,1996.0,196.0,108.69919394235467,17.94,77.28247554783724,3.87,54.48,8.8,6.01,71.2
2513,MATTEO DONATI,174,46.55172413793103,47.337278106508876,5.0,20.0,R,M,ITA,1995.0,185.7058823529412,91.07885304659499,8.55,67.55121906035585,4.1,51.43,8.97,6.55,69.24
2514,MATTEO GIGANTE,16,25.0,0.0,16.0,25.0,L,M,ITA,2002.0,185.7058823529412,103.625,6.84,64.0218878248974,10.53,48.56,9.02,6.73,71.6
2515,MATTEO MARTINEAU,60,38.333333333333336,31.25,28.0,46.42857142857143,U,M,FRA,1999.0,186.96153846153845,94.76028202115158,10.77,71.35811836115326,8.0,47.97,7.46,5.46,70.43
2516,MATTEO VIOLA,216,43.51851851851852,43.91891891891892,68.0,42.64705882352941,R,M,ITA,1987.0,185.7058823529412,94.66567840948727,2.42,62.37105437065312,7.63,46.31,8.83,7.28,67.07
2517,MATTHEW BARTON,81,50.617283950617285,50.617283950617285,0.0,0.0,R,M,AUS,1992.0,187.07692307692307,80.50579268292682,24.55,77.1736052109884,6.8,48.89,16.11,8.37,74.72
2518,MATTHEW CHRISTOPHER ROMIOS,25,36.0,40.909090909090914,3.0,0.0,U,M,AUS,1999.0,187.07692307692307,88.84722222222223,9.7,64.15841584158416,7.33,48.29,10.56,8.55,74.34
2519,MATTHEW DELLAVEDOVA,11,18.181818181818183,18.181818181818183,0.0,0.0,U,M,AUS,2000.0,187.07692307692307,85.33333333333334,5.0,63.69565217391304,7.17,44.41,9.69,12.3,76.7
2520,MATTHEW EBDEN,219,52.96803652968036,53.591160220994475,38.0,50.0,R,M,AUS,1988.0,188.0,89.80800133913627,13.24,72.27045245633745,9.56,48.42,12.67,6.9,69.65
2521,MATTHIAS BACHINGER,264,54.54545454545454,55.60975609756098,59.0,50.847457627118644,R,M,GER,1987.0,188.0,88.73472222222222,13.72,71.50227878579413,5.86,48.82,10.07,6.79,69.08
2522,MATWE MIDDELKOOP,19,57.89473684210527,57.89473684210527,0.0,0.0,R,M,NED,1983.0,190.25,81.36931818181819,12.7,71.44654088050314,7.55,49.68,16.6,6.83,73.49
2523,MAURICIO ASTORGA,14,21.428571428571427,21.428571428571427,0.0,0.0,L,M,MEX,1991.0,183.33333333333331,72.63636363636363,15.14,76.39198218262806,7.57,49.14,12.64,8.79,76.19
2524,MAURICIO ECHAZU,41,39.02439024390244,40.54054054054054,4.0,25.0,R,M,PER,1989.0,185.6747825006256,105.805,3.1,61.80620884289746,5.5,45.86,7.98,7.71,64.33
2525,MAVERICK BANES,122,45.08196721311475,45.76271186440678,4.0,25.0,R,M,AUS,1992.0,187.07692307692307,88.90393487109904,7.71,67.97500488185901,5.53,51.0,12.91,6.52,70.47
